,0,1,2,3,4,5
0,0.4668414290191163,0.502486892246589,0.5346700336700336,0.001,0.4405161290322578,0.11727906976744187
1,0.9017364462550923,0.38324357840593976,0.8422457912457912,0.06253461400753148,0.5463629032258062,0.001
2,1.000294891883422,0.9765375693012446,0.9429191919191919,0.5802258979982644,0.6159193548387097,0.8459612403100775
3,1.0006082732685677,0.9362703789581427,1.001,1.001,1.001,0.6153410852713179
4,0.001,0.001,0.001,0.00506800275638223,0.5009999999999997,0.1285839793281654
5,0.9141150109683485,0.5195114773955593,0.7609326599326599,0.05531380416132153,0.5382983870967744,0.0342687338501292
6,0.993557192102789,0.39030061473908245,0.96093265993266,0.41197982911149855,0.7268064516129034,0.3869819121447029
7,1.001,1.001,1.001,0.9759298759807917,0.9304354838709677,1.001
8,0.32503635224067695,0.07974245849135395,0.38315488215488214,0.006159520523832571,0.5009999999999997,0.10468217054263568
9,0.9999815104982763,0.7973347554330793,1.001,0.4972225688690737,0.001,0.23523772609819127
10,0.6822754622375431,0.27479329240173783,0.662952861952862,0.08442494286024435,0.66733064516129,0.013273901808785533
11,1.000294891883422,0.8300802280264402,0.7782727272727272,0.5158143550179531,0.27216935483870947,0.5442816537467702
12,0.8890445001566907,0.2615561992297295,0.8370269360269361,0.37727556145694835,0.9818467741935486,0.2807157622739019
13,1.0003732372297085,0.9617742963784573,1.001,0.9173369623300426,0.777209677419355,0.7358191214470285
